a,b,R2
1.139029,-0.120872,0.000000
1.141033,-0.120872,0.000000
1.143037,-0.120872,0.000000
1.145041,-0.120872,0.000000
1.147045,-0.120872,0.000000
1.149049,-0.120872,0.000000
1.151053,-0.120872,0.000000
1.153057,-0.120872,0.000000
1.155061,-0.120872,0.000000
1.157065,-0.120872,0.000000
1.159069,-0.120872,0.000000
1.161073,-0.120872,0.000000
1.163077,-0.120872,0.000000
1.165081,-0.120872,0.000000
1.167085,-0.120872,0.000000
1.169089,-0.120872,0.000000
1.171093,-0.120872,0.000000
1.173097,-0.120872,0.000000
1.175101,-0.120872,0.000000
1.177105,-0.120872,0.000000
1.179109,-0.120872,0.000000
1.181113,-0.120872,0.000000
1.183117,-0.120872,0.000000
1.185121,-0.120872,0.000000
1.187125,-0.120872,0.000000
1.189129,-0.120872,0.000000
1.191133,-0.120872,0.000000
1.193137,-0.120872,0.000000
1.195141,-0.120872,0.000000
1.197145,-0.120872,0.000000
1.199149,-0.120872,0.000000
1.201153,-0.120872,0.000000
1.203157,-0.120872,0.000000
1.205161,-0.120872,0.000000
1.207165,-0.120872,0.000000
1.209169,-0.120872,0.000000
1.211173,-0.120872,0.000000
1.213177,-0.120872,0.000000
1.215181,-0.120872,0.000000
1.217185,-0.120872,0.000000
1.219189,-0.120872,0.000000
1.221193,-0.120872,0.000000
1.223197,-0.120872,0.000000
1.225201,-0.120872,0.000000
1.227205,-0.120872,0.000000
1.229209,-0.120872,0.000000
1.231213,-0.120872,0.000000
1.233217,-0.120872,0.000000
1.235221,-0.120872,0.000000
1.237225,-0.120872,0.000000
1.239229,-0.120872,0.000000
1.241233,-0.120872,0.000000
1.243237,-0.120872,0.000000
1.245241,-0.120872,0.000000
1.247245,-0.120872,0.000000
1.249249,-0.120872,0.000000
1.251253,-0.120872,0.000000
1.253257,-0.120872,0.000000
1.255261,-0.120872,0.000000
1.257265,-0.120872,0.000000
1.259269,-0.120872,0.000000
1.261273,-0.120872,0.000000
1.263277,-0.120872,0.000000
1.265281,-0.120872,0.000000
1.267285,-0.120872,0.000000
1.269289,-0.120872,0.000000
1.271293,-0.120872,0.000000
1.273297,-0.120872,0.000000
1.275301,-0.120872,0.000000
1.277305,-0.120872,0.000000
1.279309,-0.120872,0.000000
1.281313,-0.120872,0.000000
1.283317,-0.120872,0.000000
1.285321,-0.120872,0.000000
1.287325,-0.120872,0.000000
1.289329,-0.120872,0.000000
1.291333,-0.120872,0.000000
1.293337,-0.120872,0.000000
1.295341,-0.120872,0.000000
1.297345,-0.120872,0.000000
1.299349,-0.120872,0.000000
1.301353,-0.120872,0.000000
1.303357,-0.120872,0.000000
1.305361,-0.120872,0.000000
1.307365,-0.120872,0.000000
1.309369,-0.120872,0.000000
1.311373,-0.120872,0.000000
1.313377,-0.120872,0.000000
1.315381,-0.120872,0.000000
1.317385,-0.120872,0.000000
1.319389,-0.120872,0.000000
1.321393,-0.120872,0.000000
1.323397,-0.120872,0.000000
1.325401,-0.120872,0.000000
1.327405,-0.120872,0.000000
1.329409,-0.120872,0.000000
1.331413,-0.120872,0.000000
1.333417,-0.120872,0.000000
1.335421,-0.120872,0.000000
1.337425,-0.120872,0.000000
1.339429,-0.120872,0.000000
1.341433,-0.120872,0.000000
1.343437,-0.120872,0.000000
1.345441,-0.120872,0.000000
