Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                 310",6.037773276783e-01,3.612157849982e-03,-5.457604086852e-04,4.157918258668e-03,-2.351839333676e-03
"                 311",6.040380915300e-01,3.620250761774e-03,-5.558079374665e-04,4.176058699240e-03,-2.365933318353e-03
"                 312",6.043062562370e-01,3.627749619445e-03,-5.614580287179e-04,4.189207648163e-03,-2.375332838440e-03
"                 313",6.045608339835e-01,3.630452866327e-03,-5.693563770019e-04,4.199809243329e-03,-2.384582810165e-03
"                 314",6.048229706540e-01,3.630371162530e-03,-5.725638271442e-04,4.202934989674e-03,-2.387749408409e-03
"                 315",6.050664089523e-01,3.622827653363e-03,-5.759209764642e-04,4.198748629827e-03,-2.387334803146e-03
"                 316",6.053094655140e-01,3.613706673736e-03,-5.749861098047e-04,4.188692783541e-03,-2.381839446673e-03
"                 317",6.055376484243e-01,3.598979919044e-03,-5.760556550136e-04,4.175035574057e-03,-2.375545614535e-03
"                 318",6.057698487873e-01,3.585099681494e-03,-5.732458902613e-04,4.158345571756e-03,-2.365795731009e-03
"                 319",6.059955503303e-01,3.566505177795e-03,-5.723810627707e-04,4.138886240566e-03,-2.355633651668e-03
"                 320",6.062321220859e-01,3.551466838297e-03,-5.697083282570e-04,4.121175166554e-03,-2.345441747406e-03
"                 321",6.064582796609e-01,3.538470036819e-03,-5.720249313111e-04,4.110494968130e-03,-2.341259949721e-03
"                 322",6.067036960540e-01,3.528215710306e-03,-5.716506461290e-04,4.099866356435e-03,-2.335758501282e-03
"                 323",6.069427985281e-01,3.515264606671e-03,-5.739763567088e-04,4.089240963380e-03,-2.331608660044e-03
"                 324",6.072003552368e-01,3.510744231513e-03,-5.762860309751e-04,4.087030262488e-03,-2.331658146732e-03
"                 325",6.074488504839e-01,3.501626364110e-03,-5.799601512575e-04,4.081586515368e-03,-2.330773333313e-03
"                 326",6.077119908257e-01,3.494697320917e-03,-5.803758112805e-04,4.075073132198e-03,-2.327724471739e-03
"                 327",6.079566027913e-01,3.489188364973e-03,-5.859277692080e-04,4.075116134181e-03,-2.330521951695e-03
"                 328",6.082059657184e-01,3.485373977322e-03,-5.873831985813e-04,4.072757175904e-03,-2.330070187242e-03
"                 329",6.084420768815e-01,3.476146251361e-03,-5.895329402154e-04,4.065679191576e-03,-2.327606065896e-03
"                 330",6.086817964168e-01,3.468767719899e-03,-5.881705935814e-04,4.056938313481e-03,-2.322554453531e-03
"                 331",6.089036507419e-01,3.454221346347e-03,-5.875339052048e-04,4.041755251551e-03,-2.314644578378e-03
"                 332",6.091326477039e-01,3.440076238366e-03,-5.821437811568e-04,4.022220019523e-03,-2.302181900340e-03
"                 333",6.093432053743e-01,3.419754304950e-03,-5.770443131413e-04,3.996798618091e-03,-2.286921465616e-03
"                 334",6.095617195832e-01,3.399159668475e-03,-5.671878849084e-04,3.966347553383e-03,-2.266767719146e-03
"                 335",6.097566092343e-01,3.378289273421e-03,-5.619568441131e-04,3.940246117534e-03,-2.251101480824e-03
"                 336",6.099674157559e-01,3.361678375943e-03,-5.533554188006e-04,3.915033794744e-03,-2.234194606772e-03
"                 337",6.101680404891e-01,3.343279779362e-03,-5.481766931885e-04,3.891456472550e-03,-2.219816582869e-03
"                 338",6.103851098001e-01,3.333131300707e-03,-5.424793312242e-04,3.875610631931e-03,-2.209044981578e-03
"                 339",6.105955451067e-01,3.321964701848e-03,-5.399734659735e-04,3.861938167822e-03,-2.200955816898e-03
"                 340",6.108139586195e-01,3.318746079044e-03,-5.371309428710e-04,3.855877021915e-03,-2.196503982393e-03
"                 341",6.110202020815e-01,3.312290285636e-03,-5.358317403568e-04,3.848122025992e-03,-2.191976883175e-03
"                 342",6.112475076371e-01,3.309582413859e-03,-5.321869594454e-04,3.841769373305e-03,-2.186978166375e-03
"                 343",6.114694837541e-01,3.310259342855e-03,-5.349829448177e-04,3.845242287673e-03,-2.190112616245e-03
"                 344",6.117020629553e-01,3.312360195822e-03,-5.332180084783e-04,3.845578204301e-03,-2.189398106390e-03
"                 345",6.119156461962e-01,3.309847368470e-03,-5.333607910215e-04,3.843208159491e-03,-2.188284475256e-03
"                 346",6.121269700687e-01,3.314032385692e-03,-5.324505590465e-04,3.846482944738e-03,-2.189466751892e-03
"                 347",6.123237064698e-01,3.308730310283e-03,-5.304389266310e-04,3.839169236914e-03,-2.184804081772e-03
"                 348",6.125264680769e-01,3.304126003639e-03,-5.245681419828e-04,3.828694145622e-03,-2.176631143803e-03
"                 349",6.127145789159e-01,3.294033266818e-03,-5.205287341772e-04,3.814562000995e-03,-2.167545367586e-03
"                 350",6.129077565975e-01,3.286849610659e-03,-5.132476711400e-04,3.800097281799e-03,-2.156672476469e-03
"                 351",6.130848404455e-01,3.273364059810e-03,-5.066949719486e-04,3.780059031759e-03,-2.143377001854e-03
"                 352",6.132668558928e-01,3.260450276469e-03,-4.961863968985e-04,3.756636673368e-03,-2.126411535133e-03
"                 353",6.134360863225e-01,3.250895749802e-03,-4.931832316410e-04,3.744078981443e-03,-2.118631106542e-03
"                 354",6.136303704457e-01,3.244511478344e-03,-4.862026610493e-04,3.730714139393e-03,-2.108458400221e-03
"                 355",6.138154642655e-01,3.238707558301e-03,-4.848333618072e-04,3.723540920108e-03,-2.104187140958e-03
"                 356",6.140147621736e-01,3.240092681610e-03,-4.819789735902e-04,3.722071655201e-03,-2.102025314395e-03
"                 357",6.142121465460e-01,3.239869682881e-03,-4.837493705834e-04,3.723619053464e-03,-2.103684212024e-03
"                 358",6.144217355766e-01,3.243230215511e-03,-4.819132668584e-04,3.725143482369e-03,-2.103528374614e-03
"                 359",6.146126204851e-01,3.244924336034e-03,-4.843791127138e-04,3.729303448748e-03,-2.106841280731e-03
"                 360",6.148144300185e-01,3.252634047301e-03,-4.860030722746e-04,3.738637119575e-03,-2.112320095925e-03
"                 361",6.150105230860e-01,3.252462200226e-03,-4.877892892108e-04,3.740251489437e-03,-2.114020389324e-03
"                 362",6.152139766463e-01,3.258581891666e-03,-4.883622003573e-04,3.746944092024e-03,-2.117653146190e-03
"                 363",6.153987213633e-01,3.257003019100e-03,-4.900679346355e-04,3.747070953735e-03,-2.118569444185e-03
"                 364",6.155878253513e-01,3.257068225426e-03,-4.878887157596e-04,3.744956941185e-03,-2.116422828473e-03
"                 365",6.157611432515e-01,3.246373404724e-03,-4.849668451998e-04,3.731340249924e-03,-2.108153547562e-03
"                 366",6.159370038125e-01,3.239819793750e-03,-4.802533679662e-04,3.720073161716e-03,-2.100163264841e-03
"                 367",6.160991635889e-01,3.226343632065e-03,-4.763155502578e-04,3.702659182323e-03,-2.089487366290e-03
"                 368",6.162674832157e-01,3.217618416528e-03,-4.699477296438e-04,3.687566146172e-03,-2.078756937908e-03
"                 369",6.164291839829e-01,3.197395527271e-03,-4.625464891296e-04,3.659942016401e-03,-2.061244252765e-03
"                 370",6.165942832324e-01,3.191956552706e-03,-4.601778499648e-04,3.652134402671e-03,-2.056156126318e-03
"                 371",6.167591709554e-01,3.177488707148e-03,-4.553462458755e-04,3.632834953023e-03,-2.044090599449e-03
"                 372",6.169292906626e-01,3.176982854237e-03,-4.554384513668e-04,3.632421305604e-03,-2.043929878485e-03
"                 373",6.171012814312e-01,3.171017851220e-03,-4.556053172154e-04,3.626623168435e-03,-2.041114242825e-03
"                 374",6.172876187458e-01,3.175068661362e-03,-4.581096414927e-04,3.633178302854e-03,-2.045643972174e-03
"                 375",6.174722972576e-01,3.172151574327e-03,-4.596602061244e-04,3.631811780452e-03,-2.045735993288e-03
"                 376",6.176636578864e-01,3.176342720025e-03,-4.617778838833e-04,3.638120603909e-03,-2.049949243896e-03
"                 377",6.178401032637e-01,3.176974555877e-03,-4.666579816863e-04,3.643632537563e-03,-2.055145259625e-03
"                 378",6.180243294050e-01,3.180915225249e-03,-4.683868047211e-04,3.649302029970e-03,-2.058844417346e-03
"                 379",6.181957378414e-01,3.177754796561e-03,-4.713307455886e-04,3.649085542149e-03,-2.060208143869e-03
"                 380",6.183651770845e-01,3.179475169454e-03,-4.718254521411e-04,3.651300621595e-03,-2.061563036868e-03
"                 381",6.185250673960e-01,3.169277337760e-03,-4.713303795941e-04,3.640607717355e-03,-2.055969048474e-03
"                 382",6.186801270218e-01,3.165345833568e-03,-4.685409826453e-04,3.633886816214e-03,-2.051213899429e-03
"                 383",6.188278575985e-01,3.144125161502e-03,-4.614757864963e-04,3.605600947998e-03,-2.033538367247e-03
"                 384",6.189699352308e-01,3.137784786297e-03,-4.594019017853e-04,3.597186688082e-03,-2.028294294934e-03
"                 385",6.191187409605e-01,3.115560379829e-03,-4.506222476170e-04,3.566182627446e-03,-2.008402437531e-03
"                 386",6.192612133835e-01,3.104544691156e-03,-4.455939146196e-04,3.550138605775e-03,-1.997866260198e-03
"                 387",6.194072734639e-01,3.088285476439e-03,-4.413531467244e-04,3.529638623164e-03,-1.985495884944e-03
"                 388",6.195555762119e-01,3.085695417159e-03,-4.401163083274e-04,3.525811725486e-03,-1.982964016907e-03
"                 389",6.197055471544e-01,3.075817675660e-03,-4.390359939218e-04,3.514853669582e-03,-1.976944831752e-03
"                 390",6.198628308188e-01,3.074706559025e-03,-4.381063184661e-04,3.512812877491e-03,-1.975459597979e-03
"                 391",6.200176472911e-01,3.073410463728e-03,-4.413500884382e-04,3.514760552166e-03,-1.978055320302e-03
"                 392",6.201855923929e-01,3.077879454006e-03,-4.428438019086e-04,3.520723255915e-03,-1.981783528912e-03
"                 393",6.203510840924e-01,3.077040042544e-03,-4.464728328613e-04,3.523512875406e-03,-1.984992854134e-03
"                 394",6.205185526722e-01,3.082151017964e-03,-4.475591272229e-04,3.529710145186e-03,-1.988634636205e-03
"                 395",6.206805712257e-01,3.076568211849e-03,-4.479149299475e-04,3.524483141797e-03,-1.986199035872e-03
"                 396",6.208366636068e-01,3.081437078645e-03,-4.509739506981e-04,3.532411029343e-03,-1.991692490020e-03
"                 397",6.209856972110e-01,3.071549829135e-03,-4.476163973705e-04,3.519166226506e-03,-1.983391311938e-03
"                 398",6.211308926487e-01,3.066548333409e-03,-4.444764567296e-04,3.511024790139e-03,-1.977750623434e-03
"                 399",6.212640537669e-01,3.055362936667e-03,-4.420948492903e-04,3.497457785957e-03,-1.969776317624e-03
"                 400",6.213969722088e-01,3.047617386378e-03,-4.363058780204e-04,3.483923264398e-03,-1.960114571209e-03
"                 401",6.215180248327e-01,3.031625078902e-03,-4.311072580392e-04,3.462732336941e-03,-1.946919797490e-03
"                 402",6.216403819840e-01,3.020805953409e-03,-4.239478885837e-04,3.444753841993e-03,-1.934350865288e-03
"                 403",6.217542863069e-01,3.004881439200e-03,-4.187334843387e-04,3.423614923538e-03,-1.921174203938e-03
"                 404",6.218843077985e-01,2.996618632860e-03,-4.127766337283e-04,3.409395266588e-03,-1.911085950158e-03
"                 405",6.220117946868e-01,2.985466987158e-03,-4.098395200343e-04,3.395306507193e-03,-1.902573013614e-03
"                 406",6.221534897762e-01,2.985753375867e-03,-4.090486476818e-04,3.394802023548e-03,-1.901925335615e-03
"                 407",6.222927451414e-01,2.979283766670e-03,-4.081504273342e-04,3.387434194004e-03,-1.897792310669e-03
"                 408",6.224369091297e-01,2.986235084174e-03,-4.100065695476e-04,3.396241653722e-03,-1.903124111635e-03
"                 409",6.225809987530e-01,2.987441654940e-03,-4.134802063389e-04,3.400921861279e-03,-1.907201033809e-03
"                 410",6.227381734364e-01,2.993204262658e-03,-4.141419183387e-04,3.407346180997e-03,-1.910744049668e-03
"                 411",6.228801396925e-01,2.991009613998e-03,-4.151973379234e-04,3.406206951921e-03,-1.910702144922e-03
"                 412",6.230160664702e-01,3.001445391102e-03,-4.201991005487e-04,3.421644491651e-03,-1.920921796100e-03
"                 413",6.231495889845e-01,2.993088104893e-03,-4.171966529312e-04,3.410284757824e-03,-1.913740705378e-03
"                 414",6.232738178490e-01,2.995063552614e-03,-4.172025202308e-04,3.412266072845e-03,-1.914734296538e-03
"                 415",6.233950932257e-01,2.985096983777e-03,-4.140891909258e-04,3.399186174702e-03,-1.906637682814e-03
"                 416",6.235059214689e-01,2.983603527613e-03,-4.122516373402e-04,3.395855164953e-03,-1.904053401147e-03
"                 417",6.236135603159e-01,2.966958748267e-03,-4.050322062606e-04,3.371990954528e-03,-1.888511580394e-03
"                 418",6.237147738499e-01,2.958583657542e-03,-3.991031709502e-04,3.357686828492e-03,-1.878394999721e-03
"                 419",6.238108218053e-01,2.942977488800e-03,-3.939516421493e-04,3.336929130949e-03,-1.865440386549e-03
"                 420",6.239164015699e-01,2.932184231243e-03,-3.864587148048e-04,3.318642946047e-03,-1.852550830426e-03
"                 421",6.240180684362e-01,2.921237040816e-03,-3.838275738380e-04,3.305064614654e-03,-1.844446094246e-03
"                 422",6.241298917056e-01,2.920091109754e-03,-3.813185377889e-04,3.301409647543e-03,-1.841364092666e-03
"                 423",6.242464217512e-01,2.912653811515e-03,-3.804397639897e-04,3.293093575504e-03,-1.836766669747e-03
"                 424",6.243625449724e-01,2.918151995907e-03,-3.813394041457e-04,3.299491400052e-03,-1.840415402099e-03
"                 425",6.244847121920e-01,2.913522534826e-03,-3.815815760683e-04,3.295104110895e-03,-1.838342843481e-03
"                 426",6.246115522030e-01,2.921304624109e-03,-3.841526841414e-04,3.305457308250e-03,-1.844804996196e-03
"                 427",6.247377579248e-01,2.922218358392e-03,-3.873529191684e-04,3.309571277560e-03,-1.848462098364e-03
"                 428",6.248606693301e-01,2.931036856545e-03,-3.897352488855e-04,3.320772105431e-03,-1.855253677158e-03
"                 429",6.249815469728e-01,2.926115812572e-03,-3.894212155532e-04,3.315537028125e-03,-1.852479121839e-03
"                 430",6.250918409646e-01,2.934630189230e-03,-3.937016159699e-04,3.328331805200e-03,-1.861016710585e-03
"                 431",6.252051394772e-01,2.923567569152e-03,-3.891773998584e-04,3.312744969010e-03,-1.850961184434e-03
"                 432",6.253033073611e-01,2.922621591444e-03,-3.877641532370e-04,3.310385744681e-03,-1.849074948959e-03
"                 433",6.253949154787e-01,2.910951259531e-03,-3.843910076260e-04,3.295342267157e-03,-1.839866637391e-03
"                 434",6.254842035008e-01,2.904559862109e-03,-3.794340940875e-04,3.283993956197e-03,-1.831714025142e-03
"                 435",6.255648477870e-01,2.891139742840e-03,-3.751481950556e-04,3.266287937896e-03,-1.820718066476e-03
"                 436",6.256484798688e-01,2.882203311915e-03,-3.683494354544e-04,3.250552747369e-03,-1.809451091412e-03
"                 437",6.257283407308e-01,2.864718492413e-03,-3.618863955606e-04,3.226604887974e-03,-1.794245641767e-03
"                 438",6.258164642319e-01,2.859361732426e-03,-3.583648464070e-04,3.217726578833e-03,-1.788045712620e-03
"                 439",6.259108948692e-01,2.846950409137e-03,-3.545130848803e-04,3.201463494017e-03,-1.777988289449e-03
"                 440",6.260077852539e-01,2.850543708438e-03,-3.551787862556e-04,3.205722494694e-03,-1.780450640475e-03
"                 441",6.261062533484e-01,2.846233992333e-03,-3.555222230531e-04,3.201756215387e-03,-1.778639219220e-03
"                 442",6.262165750272e-01,2.850600851937e-03,-3.562905769300e-04,3.206891428867e-03,-1.781591002899e-03
"                 443",6.263173875276e-01,2.854260502360e-03,-3.608568875310e-04,3.215117389891e-03,-1.787987138711e-03
"                 444",6.264303519101e-01,2.862129581953e-03,-3.631946154924e-04,3.225324197445e-03,-1.794259406469e-03
"                 445",6.265346303662e-01,2.863087883194e-03,-3.666742357686e-04,3.229762118962e-03,-1.798218177365e-03
"                 446",6.266437424679e-01,2.869287307455e-03,-3.679416436098e-04,3.237228951065e-03,-1.802585297337e-03
"                 447",6.267357048154e-01,2.867795746034e-03,-3.704767519004e-04,3.238272497934e-03,-1.804374624917e-03
"                 448",6.268291542781e-01,2.869478075025e-03,-3.689819284915e-04,3.238460003517e-03,-1.803720966004e-03
"                 449",6.269160666999e-01,2.855139530558e-03,-3.639903970457e-04,3.219129927604e-03,-1.791560162325e-03
"                 450",6.269925487865e-01,2.854113348849e-03,-3.631169061819e-04,3.217230255031e-03,-1.790173580606e-03
"                 451",6.270683321975e-01,2.838298977707e-03,-3.561636328821e-04,3.194462610589e-03,-1.775313121736e-03
"                 452",6.271417846339e-01,2.828112233554e-03,-3.496200778854e-04,3.177732311440e-03,-1.763676194662e-03
"                 453",6.272019512363e-01,2.816232759310e-03,-3.463106480741e-04,3.162543407384e-03,-1.754427027729e-03
"                 454",6.272743424137e-01,2.805939889937e-03,-3.390465470574e-04,3.144986436994e-03,-1.742016492026e-03
"                 455",6.273449439450e-01,2.794409459679e-03,-3.361487974879e-04,3.130558257167e-03,-1.733353527327e-03
"                 456",6.274246522184e-01,2.793955459327e-03,-3.340539622073e-04,3.128009421535e-03,-1.731031691871e-03
"                 457",6.275062523647e-01,2.787355933549e-03,-3.333562592649e-04,3.120712192814e-03,-1.727034226039e-03
"                 458",6.275962716415e-01,2.790289264213e-03,-3.335375847212e-04,3.123826848934e-03,-1.728682216827e-03
"                 459",6.276891760109e-01,2.790196997138e-03,-3.359339823402e-04,3.126130979478e-03,-1.731032480909e-03
"                 460",6.277873166854e-01,2.798607068881e-03,-3.383084588664e-04,3.136915527747e-03,-1.737611993307e-03
"                 461",6.278797239144e-01,2.801502995031e-03,-3.422558988765e-04,3.143758893907e-03,-1.743007396392e-03
"                 462",6.279762652595e-01,2.810022740483e-03,-3.447087717291e-04,3.154731512212e-03,-1.749720141970e-03
"                 463",6.280718176672e-01,2.808685242076e-03,-3.464390015684e-04,3.155124243644e-03,-1.750781622606e-03
"                 464",6.281564077188e-01,2.816028081657e-03,-3.484330475252e-04,3.164461129182e-03,-1.756447088354e-03
"                 465",6.282359534575e-01,2.810339306325e-03,-3.479728502716e-04,3.158312156597e-03,-1.753142503434e-03
"                 466",6.283141829878e-01,2.808212133617e-03,-3.445811060560e-04,3.152793239673e-03,-1.748687172865e-03
"                 467",6.283818285215e-01,2.795213938892e-03,-3.398253381618e-04,3.135039277054e-03,-1.737432307608e-03
"                 468",6.284414737426e-01,2.793455098983e-03,-3.377983132198e-04,3.131253412203e-03,-1.734525862711e-03
"                 469",6.285087353335e-01,2.773610976929e-03,-3.288904142671e-04,3.102501391196e-03,-1.715695902732e-03
"                 470",6.285619034858e-01,2.769588910434e-03,-3.254645247041e-04,3.095053435138e-03,-1.710258979921e-03
"                 471",6.286226545929e-01,2.751420799051e-03,-3.173499224516e-04,3.068770721503e-03,-1.693060321977e-03
"                 472",6.286782687112e-01,2.751895425291e-03,-3.168150550643e-04,3.068710480355e-03,-1.692762767710e-03
"                 473",6.287542903638e-01,2.738599401170e-03,-3.108806666260e-04,3.049480067796e-03,-1.680180367211e-03
"                 474",6.288288508648e-01,2.740263173134e-03,-3.104965361327e-04,3.050759709267e-03,-1.680628122700e-03
"                 475",6.289089054675e-01,2.735639382353e-03,-3.104451075424e-04,3.046084489895e-03,-1.678264798719e-03
"                 476",6.289940950202e-01,2.743860666556e-03,-3.125228685393e-04,3.056383535095e-03,-1.684453201817e-03
"                 477",6.290840536622e-01,2.743532267617e-03,-3.143773870685e-04,3.057909654685e-03,-1.686143520877e-03
"                 478",6.291729644402e-01,2.755426465627e-03,-3.183147679492e-04,3.073741233576e-03,-1.696028000763e-03
"                 479",6.292593601529e-01,2.755590486352e-03,-3.203468356295e-04,3.075937321982e-03,-1.698142078806e-03
"                 480",6.293428424373e-01,2.768137476070e-03,-3.248598605196e-04,3.092997336590e-03,-1.708928598555e-03
"                 481",6.294272508307e-01,2.762752714333e-03,-3.240857181118e-04,3.086838432445e-03,-1.705462075278e-03
"                 482",6.294988703753e-01,2.769518641295e-03,-3.252266323577e-04,3.094745273652e-03,-1.709985953005e-03
"                 483",6.295685728760e-01,2.756962317132e-03,-3.203790168693e-04,3.077341334001e-03,-1.698860175435e-03
"                 484",6.296278313537e-01,2.758083473731e-03,-3.196742986438e-04,3.077757772375e-03,-1.698716035509e-03
"                 485",6.296889216745e-01,2.741891279098e-03,-3.123436852463e-04,3.054234964344e-03,-1.683289324795e-03
"                 486",6.297394765144e-01,2.738993167137e-03,-3.092801949838e-04,3.048273362121e-03,-1.678776778552e-03
"                 487",6.297932874663e-01,2.721646672704e-03,-3.012166757163e-04,3.022863348420e-03,-1.662040012068e-03
"                 488",6.298380623628e-01,2.719751000473e-03,-2.990910183969e-04,3.018842018870e-03,-1.658966518634e-03
"                 489",6.298959999061e-01,2.704303989752e-03,-2.920072655096e-04,2.996311255262e-03,-1.644159260386e-03
"                 490",6.299548796532e-01,2.706378067874e-03,-2.923724545894e-04,2.998750522463e-03,-1.645561488526e-03
"                 491",6.300297462190e-01,2.696868394451e-03,-2.882562209010e-04,2.985124615352e-03,-1.636690418127e-03
"                 492",6.300939850481e-01,2.706974560112e-03,-2.928633859195e-04,2.999837946031e-03,-1.646350665975e-03
"                 493",6.301780792559e-01,2.702478699215e-03,-2.908629629254e-04,2.993341662141e-03,-1.642102312533e-03
"                 494",6.302558205493e-01,2.714234621641e-03,-2.959433240734e-04,3.010177945714e-03,-1.653060634894e-03
"                 495",6.303451420517e-01,2.714306332449e-03,-2.969986705826e-04,3.011305003032e-03,-1.654151836807e-03
"                 496",6.304227390017e-01,2.727207299739e-03,-3.027590111290e-04,3.029966310868e-03,-1.666362660999e-03
"                 497",6.305054002429e-01,2.726880009094e-03,-3.029580572893e-04,3.029838066383e-03,-1.666398061836e-03
"                 498",6.305796942496e-01,2.733002176067e-03,-3.049199811640e-04,3.037922157231e-03,-1.671421069198e-03
"                 499",6.306529005248e-01,2.727708425187e-03,-3.037920068776e-04,3.031500432065e-03,-1.667646219471e-03
"                 500",6.307146680195e-01,2.729761996777e-03,-3.032462080982e-04,3.033008204875e-03,-1.668127206487e-03
"                 501",6.307725519483e-01,2.718611036306e-03,-2.987865868628e-04,3.017397623169e-03,-1.658092105016e-03
"                 502",6.308222241895e-01,2.715366621611e-03,-2.953691681644e-04,3.010735789776e-03,-1.653052478970e-03
"                 503",6.308730821491e-01,2.699809477068e-03,-2.887495837398e-04,2.988559060808e-03,-1.638654322274e-03
"                 504",6.309152778812e-01,2.696613660681e-03,-2.849383064370e-04,2.981551967118e-03,-1.633245136778e-03
"                 505",6.309678832116e-01,2.673562452499e-03,-2.739221213845e-04,2.947484573883e-03,-1.610703347634e-03
"                 506",6.310102654449e-01,2.672938985141e-03,-2.737060057315e-04,2.946644990872e-03,-1.610175498302e-03
"                 507",6.310743554101e-01,2.658591169077e-03,-2.665655765789e-04,2.925156745656e-03,-1.595861161117e-03
"                 508",6.311284481475e-01,2.663280115421e-03,-2.683603478187e-04,2.931640463240e-03,-1.600000405529e-03
"                 509",6.311950687540e-01,2.657640966268e-03,-2.666601967187e-04,2.924301162987e-03,-1.595480679853e-03
"                 510",6.312657207163e-01,2.666014843050e-03,-2.699761842392e-04,2.935991027289e-03,-1.602983605764e-03
"                 511",6.313460668244e-01,2.665295782324e-03,-2.701923111522e-04,2.935488093477e-03,-1.602840202314e-03
"                 512",6.314191629710e-01,2.678435342598e-03,-2.761568439018e-04,2.954592186500e-03,-1.615374515201e-03
"                 513",6.314955639101e-01,2.678902068316e-03,-2.770494427450e-04,2.955951511061e-03,-1.616500476903e-03
"                 514",6.315699768459e-01,2.687254208642e-03,-2.803898436443e-04,2.967644052286e-03,-1.624016947965e-03
"                 515",6.316457769800e-01,2.683890136192e-03,-2.796941842691e-04,2.963584320461e-03,-1.621639252365e-03
"                 516",6.317049146556e-01,2.691809481073e-03,-2.828381682351e-04,2.974647649308e-03,-1.628742908772e-03
"                 517",6.317648654727e-01,2.682569557047e-03,-2.786520523483e-04,2.961221609395e-03,-1.619936830872e-03
"                 518",6.318193106385e-01,2.677909126289e-03,-2.748764473800e-04,2.952785573669e-03,-1.613831010524e-03
"                 519",6.318651216559e-01,2.667330209153e-03,-2.711341719360e-04,2.938464381089e-03,-1.604799276513e-03
"                 520",6.319070355057e-01,2.661455785957e-03,-2.661734235974e-04,2.927629209554e-03,-1.596901316576e-03
"                 521",6.319469023359e-01,2.647096850943e-03,-2.604066329695e-04,2.907503483912e-03,-1.583955058441e-03
"                 522",6.319857948386e-01,2.639776230308e-03,-2.543132574766e-04,2.894089487785e-03,-1.574201372631e-03
"                 523",6.320302020700e-01,2.622649351486e-03,-2.471536022325e-04,2.869802953718e-03,-1.558478277975e-03
"                 524",6.320751850361e-01,2.622670296203e-03,-2.460652917603e-04,2.868735587963e-03,-1.557400439862e-03
"                 525",6.321314984344e-01,2.611553865303e-03,-2.419017117500e-04,2.853455577053e-03,-1.547678644401e-03
"                 526",6.321878353829e-01,2.616716677938e-03,-2.429849192811e-04,2.859701597219e-03,-1.551343258250e-03
"                 527",6.322513317408e-01,2.613662678932e-03,-2.430384777337e-04,2.856701156665e-03,-1.549869817199e-03
"                 528",6.323171394998e-01,2.623945791338e-03,-2.465930579264e-04,2.870538849265e-03,-1.558565953596e-03
"                 529",6.323934166729e-01,2.621337176760e-03,-2.461817553756e-04,2.867518932136e-03,-1.556850343756e-03
"                 530",6.324581249602e-01,2.634840714601e-03,-2.528079455185e-04,2.887648660120e-03,-1.570228302819e-03
"                 531",6.325302222947e-01,2.632986603346e-03,-2.523578779284e-04,2.885344481274e-03,-1.568851179601e-03
"                 532",6.325901366392e-01,2.645934709894e-03,-2.584454548584e-04,2.904380164752e-03,-1.581412809805e-03
"                 533",6.326547852911e-01,2.640714195180e-03,-2.561211871238e-04,2.896835382304e-03,-1.576478284714e-03
"                 534",6.327059530787e-01,2.644665552082e-03,-2.575231564056e-04,2.902188708487e-03,-1.579855932446e-03
"                 535",6.327564069515e-01,2.635406035875e-03,-2.530515427100e-04,2.888457578585e-03,-1.570754560647e-03
"                 536",6.327953197530e-01,2.631811116080e-03,-2.500246571601e-04,2.881835773240e-03,-1.565930215200e-03
"                 537",6.328364169138e-01,2.615553457831e-03,-2.430032716199e-04,2.858556729451e-03,-1.550780000535e-03
"                 538",6.328718770584e-01,2.608556478613e-03,-2.376806426928e-04,2.846237121305e-03,-1.541958881999e-03
"                 539",6.329085598173e-01,2.590684522817e-03,-2.295090917789e-04,2.820193614596e-03,-1.524851353188e-03
"                 540",6.329350541821e-01,2.587683684973e-03,-2.266341302709e-04,2.814317815244e-03,-1.520475972757e-03
"                 541",6.329727779042e-01,2.572336436600e-03,-2.198396783783e-04,2.792176114978e-03,-1.506007896678e-03
"                 542",6.330168719874e-01,2.573418450340e-03,-2.195622506404e-04,2.792980700980e-03,-1.506271475810e-03
"                 543",6.330720707009e-01,2.565669089376e-03,-2.162390621035e-04,2.781908151480e-03,-1.499073606792e-03
"                 544",6.331230469057e-01,2.571654125082e-03,-2.185958430520e-04,2.790249968134e-03,-1.504422905593e-03
"                 545",6.331892243069e-01,2.568819724181e-03,-2.179446422312e-04,2.786764366412e-03,-1.502354504322e-03
"                 546",6.332521562640e-01,2.578674563613e-03,-2.220792756224e-04,2.800753839235e-03,-1.511416557429e-03
"                 547",6.333210370297e-01,2.578816029454e-03,-2.228751518323e-04,2.801691181286e-03,-1.512283166559e-03
"                 548",6.333797152986e-01,2.590831184122e-03,-2.279828959165e-04,2.818814080039e-03,-1.523398487978e-03
"                 549",6.334466235900e-01,2.590362373277e-03,-2.288276198049e-04,2.819189993082e-03,-1.524008806443e-03
"                 550",6.335019749028e-01,2.597425588951e-03,-2.315564925722e-04,2.828982081524e-03,-1.530269287048e-03
"                 551",6.335547537071e-01,2.592318735438e-03,-2.293317621865e-04,2.821650497625e-03,-1.525491129906e-03
"                 552",6.335973727476e-01,2.591002808889e-03,-2.272957367654e-04,2.818298545654e-03,-1.522797141210e-03
"                 553",6.336349609186e-01,2.582458692973e-03,-2.248303766739e-04,2.807289069647e-03,-1.516059723161e-03
